Proteome Id,Organism,Organism Id,Protein count,CPD,Taxon mnemonic,Components,Genome assembly ID,Genome representation,Complete,Single,Double,Fragmented,Missing,Count,Taxonomy_Root,Taxonomy_Domain,Taxonomy_Clade1,Taxonomy_Phylum,Taxonomy_Clade2,Taxonomy_Class,Taxonomy_Order,Taxonomy_Family,Taxonomy_Genus,Taxonomy_Species,Taxonomy_Level_11
UP000216942,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,4689,Unknown,HALEZ,Unassembled WGS sequence,GCA_002252735.1,full,96.4,92.9,3.6,0.9,2.7,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001179606,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3482,Unknown,HALEZ,Unassembled WGS sequence,GCA_028329985.1,full,99.7,99.2,0.5,0.0,0.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001179609,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3340,Unknown,HALEZ,Unassembled WGS sequence,GCA_028329905.1,full,99.8,99.3,0.5,0.0,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001179612,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3479,Unknown,HALEZ,Unassembled WGS sequence,GCA_028329925.1,full,99.7,99.2,0.5,0.0,0.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001179615,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3535,Close to standard (high value),HALEZ,Unassembled WGS sequence,GCA_028329965.1,full,97.9,97.1,0.8,0.2,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001193724,Haloferacaceae archaeon YAN,2742718,3142,Unknown,9EURY,Unassembled WGS sequence,GCA_013342525.1,full,98.3,97.3,1.0,0.3,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,unclassified Haloferacaceae,,
UP001210103,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3339,Standard,HALEZ,Unassembled WGS sequence,GCA_028328665.1,full,98.2,97.6,0.7,0.2,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001210332,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3927,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211095.1,full,98.0,96.7,1.3,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001210363,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3487,Unknown,HALEZ,Unassembled WGS sequence,GCA_028330485.1,full,97.9,96.6,1.3,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001210546,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3345,Unknown,HALEZ,Unassembled WGS sequence,GCA_028329825.1,full,98.2,97.6,0.7,0.2,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001210711,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3535,Close to standard (high value),HALEZ,Unassembled WGS sequence,GCA_028211275.1,full,98.0,97.3,0.7,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001210877,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3443,Unknown,HALEZ,Unassembled WGS sequence,GCA_028330625.1,full,97.9,96.7,1.2,0.4,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001210968,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3529,Unknown,HALEZ,Unassembled WGS sequence,GCA_028330585.1,full,97.9,97.1,0.8,0.2,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211130,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3410,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211205.1,full,98.0,97.0,1.0,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211273,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3566,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211405.1,full,97.9,96.9,1.0,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211307,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3388,Unknown,HALEZ,Unassembled WGS sequence,GCA_028329665.1,full,98.0,96.7,1.3,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211403,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3480,Unknown,HALEZ,Unassembled WGS sequence,GCA_028328625.1,full,98.0,96.7,1.3,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211671,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3426,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211185.1,full,98.0,96.9,1.1,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211675,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3484,Unknown,HALEZ,Unassembled WGS sequence,GCA_028330545.1,full,98.0,96.7,1.3,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211775,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3516,Unknown,HALEZ,Unassembled WGS sequence,GCA_028330445.1,full,98.0,96.7,1.3,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211825,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3412,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211335.1,full,98.0,97.0,1.0,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211857,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3366,Unknown,HALEZ,Unassembled WGS sequence,GCA_028210995.1,full,98.0,97.0,1.0,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211862,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3457,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211005.1,full,97.7,96.8,0.9,0.4,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001211936,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3424,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211375.1,full,98.0,97.0,1.0,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212004,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3505,Unknown,HALEZ,Unassembled WGS sequence,GCA_028330605.1,full,98.0,96.7,1.3,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212157,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3655,Close to standard (high value),HALEZ,Unassembled WGS sequence,GCA_028329875.1,full,97.9,96.8,1.1,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212161,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3395,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211255.1,full,97.9,96.9,1.0,0.4,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212188,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3445,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211175.1,full,98.0,96.9,1.1,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212432,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3462,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211395.1,full,97.9,96.9,1.0,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212630,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3547,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211295.1,full,98.0,97.2,0.8,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212732,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3307,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211355.1,full,97.9,96.8,1.1,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212866,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3530,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211085.1,full,97.6,96.9,0.7,0.4,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212911,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3544,Unknown,HALEZ,Unassembled WGS sequence,GCA_028211285.1,full,98.0,97.0,1.0,0.4,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001212987,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3479,Unknown,HALEZ,Unassembled WGS sequence,GCA_028329625.1,full,98.0,96.7,1.3,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001213046,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3259,Standard,HALEZ,Unassembled WGS sequence,GCA_028210825.1,full,97.9,96.8,1.1,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001213243,Halorubrum ezzemoulense (Halorubrum chaoviator),337243,3476,Unknown,HALEZ,Unassembled WGS sequence,GCA_028330555.1,full,98.0,96.7,1.3,0.2,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,,
UP001268884,Natronomonas sp.,2184060,3138,Unknown,9EURY,Unassembled WGS sequence,GCA_031580675.1,full,94.7,94.0,0.7,1.8,3.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,unclassified Natronomonas,
UP001282707,Haloferax volcanii (Halobacterium volcanii),2246,3924,Unknown,HALVO,Unassembled WGS sequence,GCA_033550185.1,full,99.4,97.8,1.7,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP001582404,Halosegnis sp.,2864959,2609,Outlier (low value),9EURY,Unassembled WGS sequence,GCA_042216475.1,full,96.9,96.5,0.4,0.4,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,unclassified Halosegnis,
UP001582509,Halobellus sp.,1979212,2905,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_042218505.1,full,97.9,97.2,0.7,0.2,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,unclassified Halobellus,
UP001596334,Natrialbaceae archaeon GCM10025810,3252694,4014,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042662205.1,full,98.3,96.9,1.4,0.1,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,unclassified Natrialbaceae,,
UP001596437,Natrialbaceae archaeon GCM10025896,3252695,6720,Unknown,9EURY,Unassembled WGS sequence,GCA_042663965.1,full,99.3,32.6,66.7,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,unclassified Natrialbaceae,,
UP001621302,Haloferax volcanii (Halobacterium volcanii),2246,3667,Unknown,HALVO,Unassembled WGS sequence,GCA_045033415.1,full,99.4,97.9,1.5,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP001622386,Haloferax volcanii (Halobacterium volcanii),2246,3637,Close to standard (high value),HALVO,Unassembled WGS sequence,GCA_045111245.1,full,99.4,97.9,1.5,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,,
UP000003751,Haladaptatus paucihalophilus DX253,797209,4443,Unknown,HALPU,Unassembled WGS sequence,GCA_000187225.2,full,99.4,98.1,1.3,0.4,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus paucihalophilus,
UP000186547,Natronobacterium lacisalsi AJ5,358396,4075,Unknown,NATLA,Plasmid phlaj5i; Chromosome; Plasmid phlaj5ii,GCA_000226975.3,full,98.3,96.9,1.4,0.0,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium lacisalsi,
UP000452321,Halorubrum distributum,29283,3094,Unknown,9EURY,Unassembled WGS sequence,GCA_009856455.1,full,98.0,97.2,0.8,0.3,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum group,
UP000004595,Halobacterium sp. DL1,751944,3265,Unknown,9EURY,Chromosome; Plasmid,GCA_000230955.3,full,98.3,97.8,0.6,0.0,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,unclassified Halobacterium,
UP000031628,Haloarcula sp. CBA1115,1592728,3910,Unknown,9EURY,Plasmid unnamed1; Plasmid unnamed3; Plasmid unnamed5; Chromosome; Plasmid unnamed4; Plasmid unnamed2,GCA_000827835.1,full,97.8,97.6,0.2,0.0,2.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000077714,Haloarcula sp. K1,1622207,4108,Unknown,9EURY,Unassembled WGS sequence,GCA_001647155.1,full,99.8,99.4,0.3,0.0,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000179897,Natrialba sp. SSL1,1869245,4124,Unknown,9EURY,Unassembled WGS sequence,GCA_001861355.1,full,99.6,99.0,0.5,0.0,0.4,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,unclassified Natrialba,
UP000187924,Halorientalis sp. IM1011,1932360,3726,Unknown,9EURY,Chromosome; Plasmid phos300; Plasmid phos100,GCA_001989615.1,full,99.9,99.2,0.7,0.0,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,unclassified Halorientalis,
UP000191169,Halolamina sp. CBA1230,1853690,3470,Unknown,9EURY,Plasmid pCBA1230-03; Chromosome; Plasmid pCBA1230-01; Plasmid pCBA1230-02,GCA_002025255.2,full,97.6,97.3,0.3,0.1,2.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,unclassified Halolamina,
UP000194293,Halorubrum sp. SD683,1855873,3030,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_002135045.1,full,95.8,94.9,0.9,0.7,3.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000215835,Halorubrum sp. Eb13,1383843,3400,Standard,9EURY,Unassembled WGS sequence,GCA_002252895.1,full,94.5,93.5,1.0,1.3,4.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000216038,Halorubrum sp. Ea1,1480718,3687,Unknown,9EURY,Unassembled WGS sequence,GCA_002252965.1,full,95.5,94.2,1.2,0.6,4.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000216572,Halorubrum sp. Ea8,1383841,3508,Unknown,9EURY,Unassembled WGS sequence,GCA_002252925.1,full,95.6,94.7,0.9,0.6,3.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000216685,Halorubrum sp. Hd13,1480728,3537,Unknown,9EURY,Unassembled WGS sequence,GCA_002252755.1,full,97.7,97.4,0.3,0.9,1.4,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000222798,Halorubrum sp. C191,1383842,3589,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_002727095.1,full,96.9,95.8,1.1,0.7,2.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000223005,Natrinema sp. CBA1119,1608465,4602,Unknown,9EURY,Unassembled WGS sequence,GCA_002572525.1,full,98.6,97.7,1.0,0.0,1.4,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,unclassified Natrinema,
UP000267112,Halarchaeum sp. CBA1220,1853682,3110,Close to standard (low value),9EURY,Chromosome; Plasmid pCBA1220-01; Plasmid pCBA1220-02; Plasmid pCBA1220-03; Plasmid pCBA1220-04; Plasmid pCBA1220-05,GCA_003721175.2,full,97.2,96.1,1.1,0.1,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,unclassified Halarchaeum,
UP000267616,Halorubrum sp. PV6,634157,2883,Close to standard (low value),9EURY,Chromosome; Plasmid pHrrPV6,GCA_003990725.2,full,97.1,96.5,0.7,0.3,2.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000276115,Halorubrum sp. CBA1229,1853699,3438,Unknown,9EURY,Chromosome; Plasmid pCBA1229,GCA_003721435.2,full,97.9,96.9,1.0,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000298727,Haloprofundus sp. MHR1,2572921,2983,Close to standard (low value),9EURY,Chromosome,GCA_005155585.1,full,98.6,98.3,0.2,0.0,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloprofundus,unclassified Haloprofundus,
UP000305339,Halorubrum sp. SD626R,1419722,6274,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_005435185.1,full,98.0,36.4,61.6,0.4,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000305399,Halorubrum sp. SS7,2518119,3851,Unknown,9EURY,Unassembled WGS sequence,GCA_005435055.1,full,99.6,98.7,1.0,0.2,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000305933,Halorubrum sp. SP3,1537265,3524,Unknown,9EURY,Unassembled WGS sequence,GCA_005435195.1,full,97.7,96.9,0.8,0.3,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000306040,Halorubrum sp. ARQ200,1855872,3227,Unknown,9EURY,Unassembled WGS sequence,GCA_005435115.1,full,99.5,99.4,0.1,0.0,0.5,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000306311,Halorubrum sp. SD690R,2518117,3518,Unknown,9EURY,Unassembled WGS sequence,GCA_005435035.1,full,99.6,99.1,0.5,0.0,0.4,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000308516,Halorubrum sp. ASP121,1855858,3321,Unknown,9EURY,Unassembled WGS sequence,GCA_005435225.1,full,99.4,99.1,0.3,0.0,0.6,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000308682,Halorubrum sp. SP9,1537267,3712,Unknown,9EURY,Unassembled WGS sequence,GCA_005435015.1,full,99.1,98.7,0.4,0.3,0.6,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000309858,Halorubrum sp. ASP1,2518114,3492,Unknown,9EURY,Unassembled WGS sequence,GCA_005435135.1,full,99.4,99.2,0.2,0.0,0.6,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000325610,Halomicrobium sp. ZPS1,2790029,3051,Unknown,9EURY,Chromosome,GCA_009217585.1,full,99.2,98.8,0.4,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,unclassified Halomicrobium,
UP000326187,Haloarcula sp. CBA1131,1853686,3941,Unknown,9EURY,Unassembled WGS sequence,GCA_008728975.1,full,99.1,98.6,0.6,0.0,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000326520,Haloarcula sp. CBA1130,1853685,3785,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_008729005.1,full,100.0,99.8,0.2,0.0,0.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000327074,Haloarcula sp. CBA1129,1853684,3825,Unknown,9EURY,Unassembled WGS sequence,GCA_008729015.1,full,100.0,99.7,0.3,0.0,0.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000365569,Halomicrobium sp. LC1Hm,2610902,3446,Standard,9EURY,Chromosome; Plasmid pLC1Hm-01,GCA_009617995.1,full,98.6,98.0,0.6,0.2,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,unclassified Halomicrobium,
UP000423761,Haloferax sp. CBA1150,2650754,3355,Unknown,9EURY,Unassembled WGS sequence,GCA_008806905.1,full,99.9,99.6,0.3,0.0,0.1,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000480809,Natronolimnobius sp. AArcel1,1679093,4230,Unknown,9EURY,Unassembled WGS sequence,GCA_011043775.1,full,97.4,96.9,0.6,0.0,2.6,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronolimnobius,unclassified Natronolimnobius,
UP000488159,Haloferax sp. CBA1148,2650752,3475,Unknown,9EURY,Unassembled WGS sequence,GCA_008806815.1,full,99.2,98.6,0.7,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
